# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_8	cds	17032	17751	-	LPARA_02463		MIP/aquaporin family protein	SO:0001217, UniRef:UniRef50_A0A0R1RXZ7, UniRef:UniRef90_UPI0007B54E97
contig_8	cds	17759	18589	-	LPARA_02464	larE	ATP-dependent sacrificial sulfur transferase LarE	EC:4.4.1.37, GO:0016783, KEGG:K06864, SO:0001217, UniRef:UniRef50_F9UST4, UniRef:UniRef90_UPI000D7743A9
contig_8	cds	18635	19012	-	LPARA_02465		Lactate racemization operon protein	SO:0001217, UniRef:UniRef50_A0A0R2MAF4
contig_8	cds	19102	19893	-	LPARA_02466	larC	LarC family nickel insertion protein	EC:4.99.1.12, KEGG:K09121, SO:0001217, UniRef:UniRef50_Q38XJ0, UniRef:UniRef90_UPI000D76AEF1
contig_8	cds	19909	20655	-	LPARA_02467	larB	nickel pincer cofactor biosynthesis protein LarB	EC:2.5.1.143, GO:0016787, KEGG:K06898, SO:0001217, UniRef:UniRef50_A0A0A7LBZ4, UniRef:UniRef90_UPI000D75C50D
contig_8	cds	20666	21940	-	LPARA_02468	larA	nickel-dependent lactate racemase	COG:COG3875, COG:M, EC:5.1.2.1, GO:0046872, GO:0050043, KEGG:K22373, SO:0001217, UniRef:UniRef50_F9USS9, UniRef:UniRef90_F9USS9
contig_8	cds	22125	22808	+	LPARA_02469		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_F9USS8, UniRef:UniRef90_UPI0010AE73C3
contig_8	cds	23377	23490	-	LPARA_02470		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806LF07, UniRef:UniRef90_A0A806LF07
contig_8	cds	23487	23579	-	LPARA_02471		hypothetical protein	
contig_8	cds	23967	26285	-	LPARA_02472		Collagen adhesion protein	SO:0001217, UniRef:UniRef50_A0A829GHJ3, UniRef:UniRef90_A0A829GHJ3
contig_8	cds	26433	27695	-	LPARA_02473	lysM	LysM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8E0I7W3, UniRef:UniRef90_A0A8E0I7W3
contig_8	cds	27759	27971	-	LPARA_02474		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A8B3GTM9, UniRef:UniRef90_A0A8B3GTM9
contig_8	cds	28043	29440	-	LPARA_02475		Glycosyl hydrolase family 2, sugar binding domain protein	SO:0001217, UniRef:UniRef50_A0A829GHI7
contig_8	cds	29469	29744	-	LPARA_02476		Phage protein	RefSeq:WP_003601094.1, SO:0001217, UniParc:UPI000297C3A3, UniRef:UniRef100_UPI000297C3A3, UniRef:UniRef50_A0A422L7X4, UniRef:UniRef90_A0A422L7X4
contig_8	cds	29731	29961	-	LPARA_02477		Transposase	SO:0001217, UniRef:UniRef50_A0AAP7XLQ0, UniRef:UniRef90_UPI000E5CE65D
contig_8	cds	30014	30172	-	LPARA_02478		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806LDE8, UniRef:UniRef90_UPI0021C2FEC6
contig_8	cds	30180	30416	-	LPARA_02479		Transposase	SO:0001217, UniRef:UniRef50_A0A8E0ICX5
contig_8	cds	30943	31170	-	LPARA_02480		Family of unknown function	SO:0001217, UniRef:UniRef50_A0A422L7X3, UniRef:UniRef90_UPI0009C27160
contig_8	cds	31658	32395	-	LPARA_02481		Orf2 protein	SO:0001217, UniRef:UniRef50_Q48861
contig_8	cds	32385	33443	-	LPARA_02482		Plasmid replication initiation protein	SO:0001217, UniRef:UniRef50_C0XKU9, UniRef:UniRef90_A0AAC9M136
contig_8	cds	33996	34805	+	LPARA_02483		ATPase	KEGG:K03496, SO:0001217, UniRef:UniRef50_A0A0F4KNW3, UniRef:UniRef90_A0AAC9M091
contig_8	cds	34807	35181	+	LPARA_02484		DUF5388 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A806KUP3, UniRef:UniRef90_UPI001C437084
contig_8	cds	35434	35706	-	LPARA_02485		hypothetical protein	
contig_8	cds	36301	37941	+	LPARA_02486	dppE	Dipeptide-binding protein DppE	SO:0001217, UniRef:UniRef50_A0A0R1XAY6
contig_8	cds	38663	39472	+	LPARA_02487		amino acid ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1S8TPR6, UniRef:UniRef90_UPI000F0BD608
contig_8	cds	39469	40233	+	LPARA_02488		amino acid ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0R1HS36, UniRef:UniRef90_UPI000F0B1EB8
contig_8	cds	40249	41100	+	LPARA_02489		transporter substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1QKN1, UniRef:UniRef90_UPI000F0AF826
contig_8	cds	41110	42249	+	LPARA_02490		Peptidase M20 dimerisation domain-containing protein	SO:0001217, UniRef:UniRef50_D5T1R5
contig_8	cds	42251	43522	+	LPARA_02491		Cys/Met metabolism PLP-dependent enzyme	SO:0001217, UniRef:UniRef50_C0XIW5
contig_8	cds	43507	44490	+	LPARA_02492		Glutathione S-transferase	SO:0001217, UniRef:UniRef50_A0A0R2A1Q9
contig_8	cds	44541	45533	+	LPARA_02493		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_S0NWF5
contig_8	cds	45527	46294	+	LPARA_02494	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	SO:0001217, UniRef:UniRef50_A0A6J5CCV1
contig_8	cds	46347	47396	+	LPARA_02495		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0AAN1EY33
contig_8	cds	48181	49332	+	LPARA_02496		ArgE/DapE family deacylase	SO:0001217, UniRef:UniRef50_U4TQF9, UniRef:UniRef90_UPI001C48C49A
contig_8	cds	49399	50229	+	LPARA_02497	nlpA	Lipoprotein	COG:COG1464, COG:P, KEGG:K02073, SO:0001217, UniRef:UniRef50_A0A0F4LT72, UniRef:UniRef90_A0A826HNP7
contig_8	cds	50621	50896	+	LPARA_02498		hypothetical protein	
contig_8	cds	51479	51790	-	LPARA_02499		hypothetical protein	PFAM:PF00582.32
contig_8	cds	51787	53424	-	LPARA_02500	mntH	Divalent metal cation transporter MntH	SO:0001217, UniRef:UniRef50_Q8GH68
contig_8	cds	53756	54952	-	LPARA_02501		MFS transporter	SO:0001217, UniRef:UniRef50_UPI0002978C84, UniRef:UniRef90_UPI0002978C84
contig_8	cds	55495	55863	+	LPARA_02502	yxeA	YxeA family protein	SO:0001217, UniRef:UniRef50_A0A806LCR7, UniRef:UniRef90_A0A806LCR7
contig_8	cds	55963	56523	-	LPARA_02503		Flavin reductase like domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN1F0Y0
contig_8	cds	56594	57319	+	LPARA_02504		HTH arsR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN1F0V8
contig_8	cds	57736	57855	+	LPARA_02505		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A8B3GLM6, UniRef:UniRef90_A0A8B3GLM6
contig_8	cds	57965	59071	+	LPARA_02506	ybiR	Transporter, YbiR family	RefSeq:WP_045627018.1, SO:0001217, UniParc:UPI0005E9F35A, UniRef:UniRef100_A0A0C9NVX8, UniRef:UniRef50_F9UL30, UniRef:UniRef90_Q03BI8
contig_8	cds	59394	59873	-	LPARA_02507		Transposase IS4-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R2C493
contig_8	cds	60399	61262	-	LPARA_02508		Glucose uptake protein	KEGG:K05340, RefSeq:WP_012807370.1, SO:0001217, UniParc:UPI0001B5FDD2, UniRef:UniRef100_UPI0001B5FDD2, UniRef:UniRef50_A0A0C9PMB4, UniRef:UniRef90_A0A0C9PMB4
contig_8	cds	61384	63978	-	LPARA_02509		Mannosylglycerate hydrolase	SO:0001217, UniRef:UniRef50_A0A8B3GMV6, UniRef:UniRef90_A0A8B3GMV6
contig_8	cds	63981	65108	-	LPARA_02510		PTS system, fructose-specific IIC component	SO:0001217, UniRef:UniRef50_A0A0A1MMR6, UniRef:UniRef90_A0A0C9QBR7
contig_8	cds	65123	65443	-	LPARA_02511		EIIBCA-Man	RefSeq:WP_012807367.1, SO:0001217, UniParc:UPI0001B5FDCF, UniRef:UniRef100_UPI0001B5FDCF, UniRef:UniRef50_A0AAJ0LEY8, UniRef:UniRef90_A0A422LGA3
contig_8	cds	65457	65894	-	LPARA_02512		PTS system, fructose-specific IIA component	SO:0001217, UniRef:UniRef50_A0A0R2KBC2, UniRef:UniRef90_A0A0C9NVY4
contig_8	cds	65894	67828	-	LPARA_02513		PTS system, IIA component	RefSeq:WP_012807365.1, SO:0001217, UniParc:UPI0001B5FDCD, UniRef:UniRef100_UPI0001B5FDCD, UniRef:UniRef50_A0A0C9PMC1, UniRef:UniRef90_A0A0C9PMC1
contig_8	cds	68193	68378	-	LPARA_02514		Transposase	SO:0001217, UniParc:UPI0001B5FDCC, UniRef:UniRef100_A0A8E0MA54, UniRef:UniRef50_Q03BL7, UniRef:UniRef90_Q03BL7
contig_8	ncRNA	68268	68450	-	LPARA_02515	rli28	Listeria sRNA rli28	RFAM:RF01492, SO:0000655
contig_8	cds	68448	68678	-	LPARA_02516		hypothetical protein	RefSeq:WP_016367615.1, SO:0001217, UniParc:UPI000343BB77, UniRef:UniRef100_A0A0C9QBS2, UniRef:UniRef50_Q03BL8, UniRef:UniRef90_Q03BL8
contig_8	cds	68811	69482	-	LPARA_02517		Class A sortase	RefSeq:WP_076652107.1, SO:0001217, UniParc:UPI000977A624, UniRef:UniRef100_UPI000977A624, UniRef:UniRef50_A0A5Q8BTC1, UniRef:UniRef90_A0A5Q8BTC1
contig_8	cds	69561	69920	-	LPARA_02518		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q03BL9, UniRef:UniRef90_A0A806LMJ4
contig_8	cds	70586	71032	+	LPARA_02519		hypothetical protein	
contig_8	cds	71045	71494	+	LPARA_02520		Nitroreductase	SO:0001217, UniRef:UniRef50_W5IGJ6, UniRef:UniRef90_A0A0R1ENS0
contig_8	cds	71487	71630	+	LPARA_02521		Phage protein	SO:0001217, UniRef:UniRef50_A0A8E0M2L7, UniRef:UniRef90_A0A0R1EQZ3
contig_8	cds	71633	72022	+	LPARA_02522		Phage protein	SO:0001217, UniRef:UniRef50_W5IGX7, UniRef:UniRef90_A0A806K789
contig_8	ncRNA	72065	72150	+	LPARA_02523	ratA	RNA anti-toxin A	RFAM:RF01776, SO:0000655
contig_8	ncRNA	72213	72403	-	LPARA_02524	rli28	Listeria sRNA rli28	RFAM:RF01492, SO:0000655
contig_8	cds	72386	72622	-	LPARA_02525		hypothetical protein	SO:0001217, UniRef:UniRef50_Q03BM4
contig_8	cds	72622	75168	-	LPARA_02526		LtrC-like protein	SO:0001217, UniRef:UniRef50_A0AAD1AS79, UniRef:UniRef90_A0AAD1AS79
contig_8	cds	75155	75400	-	LPARA_02527		hypothetical protein	SO:0001217, UniRef:UniRef50_Q03BM6, UniRef:UniRef90_A0A0C9PVR8
contig_8	cds	75442	76692	-	LPARA_02528		Relaxase	SO:0001217, UniRef:UniRef50_A0A7Y7QID8, UniRef:UniRef90_A0A7Y7QID8
contig_8	cds	76679	77116	-	LPARA_02529		Phage protein	SO:0001217, UniRef:UniRef50_Q03BM8, UniRef:UniRef90_A0A422M904
contig_8	cds	77155	77400	-	LPARA_02530	copG	Ribbon-helix-helix protein CopG domain-containing protein	SO:0001217, UniRef:UniRef50_Q03BM9, UniRef:UniRef90_A0A422M923
contig_8	cds	77442	77621	-	LPARA_02531		Plasmid replication protein	RefSeq:WP_086430646.1, SO:0001217, UniParc:UPI000A3980ED, UniRef:UniRef100_UPI000A3980ED, UniRef:UniRef50_A0A8B3GWA9, UniRef:UniRef90_A0AB38Q2D1
contig_9	cds	185	1759	-	LPARA_02532	prfC	peptide chain release factor 3	COG:COG4108, COG:J, GO:0003924, GO:0005525, GO:0005829, GO:0006415, GO:0006449, GO:0016149, GO:0016150, KEGG:K02837, RefSeq:WP_003566014.1, SO:0001217, UniParc:UPI000176A5AA, UniRef:UniRef100_B3WFB1, UniRef:UniRef50_Q8Y8C0, UniRef:UniRef90_Q037T6
contig_9	cds	1825	3171	-	LPARA_02533		Hemolysin	KEGG:K03699, RefSeq:WP_003570566.1, SO:0001217, UniParc:UPI00019773CE, UniRef:UniRef100_A0A826HWI1, UniRef:UniRef50_A0A0R2BFZ5, UniRef:UniRef90_A0A806L5T7
contig_9	cds	3247	4425	-	LPARA_02534		AI-2E family transporter	RefSeq:WP_003579732.1, SO:0001217, UniParc:UPI000176A5AC, UniRef:UniRef100_S4ZN34, UniRef:UniRef50_A0A826HIX8, UniRef:UniRef90_A0A826HIX8
contig_9	cds	4502	4936	+	LPARA_02535		GNAT family N-acetyltransferase	RefSeq:WP_003566021.1, SO:0001217, UniParc:UPI00019773D0, UniRef:UniRef100_K6RCJ9, UniRef:UniRef50_K6RCJ9, UniRef:UniRef90_K6RCJ9
contig_9	cds	5075	5593	-	LPARA_02536		GyrI-like small molecule binding domain-containing protein	RefSeq:WP_012491692.1, SO:0001217, UniParc:UPI000176A5AE, UniRef:UniRef100_A0A806LCD8, UniRef:UniRef50_Q037T2, UniRef:UniRef90_Q037T2
contig_9	cds	5621	6157	-	LPARA_02537	ygaC	Nucleoside triphosphate/diphosphate phosphatase	COG:COG3557, COG:S, KEGG:K07586, RefSeq:WP_003566025.1, SO:0001217, UniParc:UPI000176A5AF, UniRef:UniRef100_K6Q001, UniRef:UniRef50_Q2G2M8, UniRef:UniRef90_A0A0R1EST9
contig_9	cds	6407	7201	-	LPARA_02538	recX	recombination regulator RecX	GO:0005737, GO:0006282, RefSeq:WP_016384495.1, SO:0001217, UniParc:UPI000343460E, UniRef:UniRef100_UPI000343460E, UniRef:UniRef50_Q037S9, UniRef:UniRef90_Q037S9
contig_9	cds	7275	8810	+	LPARA_02539		Mga helix-turn-helix domain-containing protein	RefSeq:WP_003566029.1, SO:0001217, UniParc:UPI000176A5B1, UniRef:UniRef100_K6PCA4, UniRef:UniRef50_Q037S8, UniRef:UniRef90_Q037S8
contig_9	cds	8804	9178	-	LPARA_02540		hypothetical protein	RefSeq:WP_003566031.1, SO:0001217, UniParc:UPI0000E56943, UniRef:UniRef100_Q037S7, UniRef:UniRef50_Q037S7, UniRef:UniRef90_Q037S7
contig_9	cds	9256	10623	+	LPARA_02541	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	EC:2.1.1.190, GO:0008649, KEGG:K03215, RefSeq:WP_003579736.1, SO:0001217, UniParc:UPI0001DBE14A, UniRef:UniRef100_S4ZPQ3, UniRef:UniRef50_A0A0D1M4J4, UniRef:UniRef90_S4ZPQ3
contig_9	cds	10908	11381	+	LPARA_02542		Nucleoside 2-deoxyribosyltransferase	RefSeq:WP_003566035.1, SO:0001217, UniParc:UPI000051127C, UniRef:UniRef100_Q037S4, UniRef:UniRef50_A0A091C1N0, UniRef:UniRef90_A0A806L5S4
contig_9	cds	11465	12202	-	LPARA_02543	gntR	Transcriptional regulator, GntR family	KEGG:K03489, RefSeq:WP_003566037.1, SO:0001217, UniParc:UPI000176A5B5, UniRef:UniRef100_A0A0K1MW15, UniRef:UniRef50_C2JTF9, UniRef:UniRef90_Q037S3
contig_9	cds	12346	13782	-	LPARA_02544		6-phospho-beta-glucosidase	RefSeq:WP_016384335.1, SO:0001217, UniParc:UPI00034354BC, UniRef:UniRef100_UPI00034354BC, UniRef:UniRef50_Q46829, UniRef:UniRef90_Q037S2
contig_9	cds	13835	15199	-	LPARA_02545	celB	PTS cellobiose transporter subunit IIC	COG:COG1455, COG:G, GO:0008982, GO:0009401, GO:0016020, KEGG:K02761, RefSeq:WP_003566041.1, SO:0001217, UniParc:UPI000197773C, UniRef:UniRef100_K6RCK9, UniRef:UniRef50_A0A0D6J494, UniRef:UniRef90_K6RCK9
contig_9	cds	15222	15716	-	LPARA_02546		PTS cellobiose transporter subunit IIC	RefSeq:WP_003566043.1, SO:0001217, UniParc:UPI0000E56946, UniRef:UniRef100_Q037S1, UniRef:UniRef50_Q037S1, UniRef:UniRef90_Q037S1
contig_9	cds	15743	16060	-	LPARA_02547		Cellobiose-specific PTS system IIA component	RefSeq:WP_003566045.1, SO:0001217, UniParc:UPI0000511278, UniRef:UniRef100_Q037S0, UniRef:UniRef50_A0A2X3XKA5, UniRef:UniRef90_Q037S0
contig_9	cds	16070	16384	-	LPARA_02548		Cellobiose-specific PTS system IIB component	RefSeq:WP_003566047.1, SO:0001217, UniParc:UPI0000E56947, UniRef:UniRef100_Q037R9, UniRef:UniRef50_A0A0B7L2B6, UniRef:UniRef90_Q037R9
contig_9	cds	16705	18459	-	LPARA_02549	spxB	pyruvate oxidase	COG:COG0028, COG:EH, EC:1.2.3.3, GO:0047112, KEGG:K00158, RefSeq:WP_003566048.1, SO:0001217, UniParc:UPI0000E56949, UniRef:UniRef100_Q037R7, UniRef:UniRef50_Q5FHQ7, UniRef:UniRef90_C2JYA5
contig_9	cds	18783	19949	-	LPARA_02550		hydroxymethylglutaryl-CoA synthase	EC:2.3.3.10, GO:0004421, KEGG:K01641, RefSeq:WP_003575996.1, SO:0001217, UniParc:UPI000176A634, UniRef:UniRef100_A0A1V0QA60, UniRef:UniRef50_A0A1V0QA60, UniRef:UniRef90_A0A1V0QA60
contig_9	cds	19933	21213	-	LPARA_02551		hydroxymethylglutaryl-CoA reductase, degradative	EC:1.1.1.88, GO:0004420, GO:0015936, GO:0016616, KEGG:K00054, RefSeq:WP_016372891.1, SO:0001217, UniParc:UPI000343CD88, UniRef:UniRef100_A0A829GYB9, UniRef:UniRef50_Q037R5, UniRef:UniRef90_Q037R5
contig_9	cds	21225	22406	-	LPARA_02552		acetyl-CoA C-acetyltransferase	RefSeq:WP_173959207.1, SO:0001217, UniParc:UPI00156E88DA, UniRef:UniRef100_UPI00156E88DA, UniRef:UniRef50_J0X0W4, UniRef:UniRef90_Q037R4
contig_9	cds	22751	23050	+	LPARA_02553		hypothetical protein	RefSeq:WP_016384301.1, SO:0001217, UniParc:UPI0003436EBA, UniRef:UniRef100_UPI0003436EBA, UniRef:UniRef50_Q037R3, UniRef:UniRef90_Q037R3
contig_9	cds	23051	23881	-	LPARA_02554		Sugar phosphate isomerase/epimerase	RefSeq:WP_016384300.1, SO:0001217, UniParc:UPI000343A86D, UniRef:UniRef100_UPI000343A86D, UniRef:UniRef50_C5R9X7, UniRef:UniRef90_Q037R2
contig_9	cds	24029	24592	-	LPARA_02555		putative Mrr-like endonuclease	COG:COG1787, COG:V, KEGG:K07448, RefSeq:WP_016384299.1, SO:0001217, UniParc:UPI000343635F, UniRef:UniRef100_UPI000343635F, UniRef:UniRef50_Q037R1, UniRef:UniRef90_Q037R1
contig_9	cds	24705	25523	+	LPARA_02556		Aldose 1-epimerase	RefSeq:WP_003584874.1, SO:0001217, UniParc:UPI000176A637, UniRef:UniRef100_A0A454XPJ5, UniRef:UniRef50_S2NVJ1, UniRef:UniRef90_S2NVJ1
contig_9	cds	25583	26722	-	LPARA_02557		putative succinyl-diaminopimelate desuccinylase	SO:0001217, UniRef:UniRef50_A0A6N2Y9Z9, UniRef:UniRef90_Q037Q9
contig_9	cds	26801	27406	-	LPARA_02558		ECF transporter S component	COG:COG4684, COG:S, RefSeq:WP_003566067.1, SO:0001217, UniParc:UPI00005110DC, UniRef:UniRef100_Q037Q8, UniRef:UniRef50_A0A0R2B0S7, UniRef:UniRef90_A0AAD1APU4
contig_9	tRNA	27820	27905	+	LPARA_02559	trnL	tRNA-Leu(aag)	SO:0000264
contig_9	cds	28046	28510	+	LPARA_02560		Acetyltransferase, GNAT family	RefSeq:WP_003575978.1, SO:0001217, UniParc:UPI000176A639, UniRef:UniRef100_A0A243PRT0, UniRef:UniRef50_Q037Q7, UniRef:UniRef90_Q037Q7
contig_9	cds	28503	28955	-	LPARA_02561	sprT	SprT family protein	RefSeq:WP_003566070.1, SO:0001217, UniParc:UPI000176A63A, UniRef:UniRef100_A0A0K1MV23, UniRef:UniRef50_A0A0R1ZTR8, UniRef:UniRef90_A0A829H399
contig_9	cds	29097	29849	-	LPARA_02562		ATP-binding cassette domain-containing protein	RefSeq:WP_003579766.1, SO:0001217, UniParc:UPI00005110DF, UniRef:UniRef100_Q037Q5, UniRef:UniRef50_A0A223XF98, UniRef:UniRef90_S4ZPR8
contig_9	cds	29842	30741	-	LPARA_02563		Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	COG:COG4120, COG:R, RefSeq:WP_003575502.1, SO:0001217, UniParc:UPI00005110E0, UniRef:UniRef100_Q037Q4, UniRef:UniRef50_Q8DPW3, UniRef:UniRef90_Q037Q4
contig_9	cds	30738	31733	-	LPARA_02564	trpX	tryptophan ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A5VHH8, UniRef:UniRef90_A0A1S2AHV3
contig_9	cds	31847	32068	+	LPARA_02565		hypothetical protein	SO:0001217, UniParc:UPI000343CAAA, UniRef:UniRef100_A0A422M4Z7, UniRef:UniRef50_A0A422M4Z7, UniRef:UniRef90_A0A422M4Z7
contig_9	cds	32219	32656	-	LPARA_02566		Chemotaxis protein	RefSeq:WP_003579768.1, SO:0001217, UniParc:UPI00029758DF, UniRef:UniRef100_A0A0K1L0I4, UniRef:UniRef50_A0A0R1ET64, UniRef:UniRef90_A0AAE9NXJ5
contig_9	cds	32793	35453	-	LPARA_02567	mgtA	Putative potassium/sodium efflux P-type ATPase, fungal-type	COG:COG0474, COG:P, SO:0001217, UniRef:UniRef50_A0A1T2X2R4, UniRef:UniRef90_C2JYC3
contig_9	cds	35762	36919	-	LPARA_02568		Beta-lactamase class C related penicillin binding protein	RefSeq:WP_016384880.1, SO:0001217, UniParc:UPI000343D57F, UniRef:UniRef100_UPI000343D57F, UniRef:UniRef50_A0AA50EAA2, UniRef:UniRef90_Q037Q0
contig_9	cds	36986	37228	+	LPARA_02569		hypothetical protein	
contig_9	cds	37138	37965	-	LPARA_02570	nadE	ammonia-dependent NAD(+) synthetase	COG:COG0171, COG:H, EC:6.3.1.5, GO:0003952, GO:0004359, GO:0005524, GO:0005737, GO:0008795, GO:0009435, GO:0046872, RefSeq:WP_003566083.1, SO:0001217, UniParc:UPI000176A6CB, UniRef:UniRef100_B3W8T2, UniRef:UniRef50_Q88Z14, UniRef:UniRef90_Q037P8
contig_9	cds	37968	39161	-	LPARA_02571		Serine-type D-Ala-D-Ala carboxypeptidase	RefSeq:WP_003575509.1, SO:0001217, UniParc:UPI0002980E19, UniRef:UniRef100_A0A422M3G7, UniRef:UniRef50_A0AA50EA84, UniRef:UniRef90_A0A826HJQ4
contig_9	cds	39165	40628	-	LPARA_02572	pncB	nicotinate phosphoribosyltransferase	COG:COG1488, COG:H, EC:6.3.4.21, GO:0004516, GO:0009435, KEGG:K00763, RefSeq:WP_003566087.1, SO:0001217, UniParc:UPI0000E5694E, UniRef:UniRef100_Q037P6, UniRef:UniRef50_H3SMK9, UniRef:UniRef90_C2JYC7
contig_9	cds	41158	41859	-	LPARA_02573	mngR	Transcriptional regulator, GntR family	COG:COG2188, COG:K, RefSeq:WP_003566099.1, SO:0001217, UniParc:UPI0000510C12, UniRef:UniRef100_Q037P5, UniRef:UniRef50_G2KUZ7, UniRef:UniRef90_Q037P5
contig_9	cds	41884	43029	-	LPARA_02574	nagA	N-acetylglucosamine-6-phosphate deacetylase	COG:COG1820, COG:G, EC:3.5.1.25, GO:0006044, GO:0008448, KEGG:K01443, RefSeq:WP_003575514.1, SO:0001217, UniParc:UPI0000510C13, UniRef:UniRef100_Q037P4, UniRef:UniRef50_A0A0B8QY61, UniRef:UniRef90_A0A0E3D1K6
contig_9	cds	43136	43933	-	LPARA_02575	proC	pyrroline-5-carboxylate reductase	EC:1.5.1.2, GO:0004735, GO:0006561, SO:0001217, UniRef:UniRef50_G2SRM7, UniRef:UniRef90_Q037P3
contig_9	cds	43946	45922	-	LPARA_02576		Prolyl tripeptidyl peptidase	RefSeq:WP_003594964.1, SO:0001217, UniParc:UPI00019C9BF6, UniRef:UniRef100_K6RZC8, UniRef:UniRef90_K6RZC8
contig_9	tRNA	46060	46140	-	LPARA_02577	trnY	tRNA-Tyr(gta)	SO:0000272
contig_9	cds	46186	46296	-	LPARA_02578		Transposase	SO:0001217, UniRef:UniRef50_A0A422M9X7, UniRef:UniRef90_A0A422M9X7
contig_9	cds	46251	47078	-	LPARA_02579		putative phosphohydrolase	RefSeq:WP_003594966.1, SO:0001217, UniParc:UPI000297F204, UniRef:UniRef100_A0A0C9Q021, UniRef:UniRef50_Q037P1, UniRef:UniRef90_Q037P1
contig_9	cds	47140	48579	-	LPARA_02580	pTR2	Dipeptide/tripeptide permease	COG:COG3104, COG:E, SO:0001217, UniParc:UPI0000510C17, UniRef:UniRef100_Q037P0, UniRef:UniRef50_P94408, UniRef:UniRef90_Q037P0
contig_9	cds	48991	51309	-	LPARA_02581	lolD	ABC transporter ATPase	COG:COG1136, COG:M, RefSeq:WP_003591104.1, SO:0001217, UniParc:UPI0000510C18, UniRef:UniRef100_Q037N9, UniRef:UniRef50_A0A0R1ESV2, UniRef:UniRef90_A0A0R1ESV2
contig_9	cds	51735	52109	-	LPARA_02582		hypothetical protein	RefSeq:WP_003566829.1, SO:0001217, UniParc:UPI000176A6D2, UniRef:UniRef100_A0A0K1MV11, UniRef:UniRef50_Q037N8, UniRef:UniRef90_Q037N8
contig_9	cds	52249	52671	-	LPARA_02583		LXG domain-containing protein	RefSeq:WP_003566828.1, SO:0001217, UniParc:UPI0000510C1A, UniRef:UniRef100_Q037N7, UniRef:UniRef50_A0A0R2B0Y6, UniRef:UniRef90_Q037N7
contig_9	cds	53234	54664	+	LPARA_02584		MFS transporter	RefSeq:WP_003591108.1, SO:0001217, UniParc:UPI00019C9B06, UniRef:UniRef100_A0AAQ0PRS6, UniRef:UniRef90_A0A829GN93
contig_9	cds	54759	55895	+	LPARA_02585		Alpha-L-fucosidase	EC:3.2.1.51, KEGG:K01206, SO:0001217, UniRef:UniRef50_A0A0R1XLN6, UniRef:UniRef90_S2NYH0
contig_9	cds	56004	56321	-	LPARA_02586		Glutaredoxin related protein	RefSeq:WP_003566825.1, SO:0001217, UniParc:UPI000176A751, UniRef:UniRef100_A0A1V0Q9Z0, UniRef:UniRef50_C2JYE1, UniRef:UniRef90_Q037N5
contig_9	cds	56492	58159	-	LPARA_02587		phosphoenolpyruvate carboxykinase (ATP)	SO:0001217, UniRef:UniRef50_T1ZGJ4, UniRef:UniRef90_A0A826HX91
contig_9	cds	58374	58541	-	LPARA_02588		Virus attachment protein p12 family protein	RefSeq:WP_003566823.1, SO:0001217, UniParc:UPI0000E56953, UniRef:UniRef100_Q037N3, UniRef:UniRef50_Q037N3, UniRef:UniRef90_Q037N3
contig_9	cds	58577	60688	-	LPARA_02589	feoB	ferrous iron transport protein B	GO:0005525, GO:0006826, GO:0015093, GO:0016020, SO:0001217, UniRef:UniRef50_Q5M586, UniRef:UniRef90_A0A0E2LUP6
contig_9	cds	60675	61166	-	LPARA_02590		Ferrous iron transporter FeoA-like domain-containing protein	RefSeq:WP_016384730.1, SO:0001217, UniParc:UPI000343C947, UniRef:UniRef100_UPI000343C947, UniRef:UniRef50_A0A0C9P0C5, UniRef:UniRef90_A0A0C9P0C5
contig_9	cds	61366	62118	-	LPARA_02591		Acyltransferase	RefSeq:WP_003575546.1, SO:0001217, UniParc:UPI000176A756, UniRef:UniRef100_A0A0C9PSB5, UniRef:UniRef50_A0AAD1ET24, UniRef:UniRef90_A0A829H4V1
contig_9	tRNA	62406	62478	-	LPARA_02592	trnT	tRNA-Thr(cgt)	SO:0000270
