## Sun May  3 20:22:47 2026
## emapper-2.1.13
## /home/probiominserver/anaconda3/envs/eggnog-mapper/bin/emapper.py -i ./temp/20260503-wvUp-se8q-xNMC7EYi/0.contigAnn/prokka_result.faa --temp_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output eggNOG_out --cpu 24 --sensmode fast -m diamond --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ELMOCPCJ_02691	543734.LCABL_08570	6.97e-49	155.0	COG0236@1|root,COG0236@2|Bacteria,1VFQI@1239|Firmicutes,4HNIH@91061|Bacilli,3F7Q1@33958|Lactobacillaceae	91061|Bacilli	J	Carrier protein involved in the D-alanylation of lipoteichoic acid (LTA). The loading of thioester-linked D-alanine onto DltC is catalyzed by D-alanine--D-alanyl carrier protein ligase DltA. The DltC-carried D-alanyl group is further transferred to cell membrane phosphatidylglycerol (PG) by forming an ester bond, probably catalyzed by DltD. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall	dltC	GO:0000270,GO:0003674,GO:0005215,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0022857,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0051179,GO:0051234,GO:0055085,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	6.1.1.13	ko:K14188	ko00473,ko01503,ko02020,ko05150,map00473,map01503,map02020,map05150	M00725	R02718	RC00037,RC00094	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	PP-binding
ELMOCPCJ_02692	543734.LCABL_08560	2.07e-305	831.0	COG1696@1|root,COG1696@2|Bacteria,1TP52@1239|Firmicutes,4HBQG@91061|Bacilli,3F4KK@33958|Lactobacillaceae	91061|Bacilli	M	MBOAT, membrane-bound O-acyltransferase family	dltB	-	-	ko:K03739	ko01503,ko02020,ko05150,map01503,map02020,map05150	M00725	-	-	ko00000,ko00001,ko00002,ko01504	-	-	-	MBOAT
ELMOCPCJ_02693	543734.LCABL_08550	0.0	1011.0	COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,3F49R@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the first step in the D-alanylation of lipoteichoic acid (LTA), the activation of D-alanine and its transfer onto the D-alanyl carrier protein (Dcp) DltC. In an ATP- dependent two-step reaction, forms a high energy D-alanyl-AMP intermediate, followed by transfer of the D-alanyl residue as a thiol ester to the phosphopantheinyl prosthetic group of the Dcp. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall	dltA	GO:0000166,GO:0000270,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0006810,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016208,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0022857,GO:0030203,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034645,GO:0036094,GO:0042546,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0051179,GO:0051234,GO:0055085,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.13	ko:K03367	ko00473,ko01503,ko02020,ko05150,map00473,map01503,map02020,map05150	M00725	R02718	RC00037,RC00094	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	AMP-binding,AMP-binding_C
ELMOCPCJ_02694	543734.LCABL_08540	2.55e-28	101.0	2DKST@1|root,30APB@2|Bacteria,1U6XZ@1239|Firmicutes,4IGS5@91061|Bacilli,3F8PK@33958|Lactobacillaceae	91061|Bacilli	S	D-Ala-teichoic acid biosynthesis protein	dltX	-	-	-	-	-	-	-	-	-	-	-	DUF3687
ELMOCPCJ_02695	543734.LCABL_08530	2.56e-70	211.0	COG3118@1|root,COG3118@2|Bacteria,1VA3Y@1239|Firmicutes,4HKKX@91061|Bacilli,3F6Y3@33958|Lactobacillaceae	91061|Bacilli	O	Belongs to the thioredoxin family	trxA	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
ELMOCPCJ_02696	543734.LCABL_08520	0.0	1475.0	COG1193@1|root,COG1193@2|Bacteria,1TP5W@1239|Firmicutes,4H9NZ@91061|Bacilli,3F4DX@33958|Lactobacillaceae	91061|Bacilli	L	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity	mutS2	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K07456	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_V,Smr
ELMOCPCJ_02697	543734.LCABL_08510	7.7e-119	340.0	COG1286@1|root,COG1286@2|Bacteria,1V7U0@1239|Firmicutes,4HIUU@91061|Bacilli,3F6FV@33958|Lactobacillaceae	91061|Bacilli	S	Colicin V production protein	cvpA	-	-	-	-	-	-	-	-	-	-	-	Colicin_V
ELMOCPCJ_02698	543734.LCABL_08500	2.84e-48	154.0	COG3027@1|root,COG3027@2|Bacteria,1VFZS@1239|Firmicutes,4HP4T@91061|Bacilli,3F7ZA@33958|Lactobacillaceae	91061|Bacilli	D	Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division	-	-	-	ko:K09888	-	-	-	-	ko00000,ko03036	-	-	-	ZapA
ELMOCPCJ_02699	543734.LCABL_08490	3.74e-69	209.0	COG3906@1|root,COG3906@2|Bacteria,1VAPW@1239|Firmicutes,4HKV7@91061|Bacilli,3F6X3@33958|Lactobacillaceae	91061|Bacilli	S	Belongs to the UPF0473 family	yrzB	-	-	-	-	-	-	-	-	-	-	-	DUF1292
ELMOCPCJ_02700	543734.LCABL_08480	8.95e-95	276.0	COG0816@1|root,COG0816@2|Bacteria,1V6ER@1239|Firmicutes,4HH04@91061|Bacilli,3F6NI@33958|Lactobacillaceae	91061|Bacilli	J	Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA	yrrK	GO:0000966,GO:0000967,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	-	ko:K07447	-	-	-	-	ko00000,ko01000	-	-	-	RuvX
ELMOCPCJ_02701	1423816.BACQ01000079_gene2742	1.4e-57	178.0	COG4472@1|root,COG4472@2|Bacteria,1VAC4@1239|Firmicutes,4HKD0@91061|Bacilli,3F7EG@33958|Lactobacillaceae	91061|Bacilli	S	Belongs to the UPF0297 family	yrzL	-	-	-	-	-	-	-	-	-	-	-	DUF965
ELMOCPCJ_02703	543734.LCABL_08460	0.0	1734.0	COG0013@1|root,COG0013@2|Bacteria,1TPK6@1239|Firmicutes,4H9XC@91061|Bacilli,3F3QS@33958|Lactobacillaceae	91061|Bacilli	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	GO:0003674,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
ELMOCPCJ_02704	543734.LCABL_08450	1.05e-221	611.0	295Z0@1|root,2ZT9T@2|Bacteria,1UJCK@1239|Firmicutes,4IT5A@91061|Bacilli,3F63F@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_02705	543734.LCABL_08440	9.28e-317	864.0	COG0513@1|root,COG0513@2|Bacteria,1TPAP@1239|Firmicutes,4HA98@91061|Bacilli,3F4FQ@33958|Lactobacillaceae	91061|Bacilli	JKL	DEAD-box RNA helicase. May work in conjunction with the cold shock proteins to ensure proper initiation of transcription at low and optimal temperatures	cshB	GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363	3.6.4.13	ko:K05592,ko:K18692	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	DEAD,Helicase_C
ELMOCPCJ_02706	543734.LCABL_08430	6.11e-229	630.0	COG0618@1|root,COG0618@2|Bacteria,1TPXX@1239|Firmicutes,4H9ZW@91061|Bacilli,3F4FC@33958|Lactobacillaceae	91061|Bacilli	S	DHHA1 domain protein	nrnA	-	3.1.13.3,3.1.3.7	ko:K06881	ko00920,ko01100,ko01120,map00920,map01100,map01120	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03400	-	-	-	DHH,DHHA1
ELMOCPCJ_02707	543734.LCABL_08420	1.32e-306	837.0	COG4109@1|root,COG4109@2|Bacteria,1TPU6@1239|Firmicutes,4HB62@91061|Bacilli,3F41P@33958|Lactobacillaceae	91061|Bacilli	K	DRTGG domain	ytoI	-	-	-	-	-	-	-	-	-	-	-	4HBT,CBS,DRTGG,GntR,HTH_24
ELMOCPCJ_02708	543734.LCABL_08410	1.71e-262	719.0	COG0389@1|root,COG0389@2|Bacteria,1TP42@1239|Firmicutes,4HADJ@91061|Bacilli,3F44N@33958|Lactobacillaceae	91061|Bacilli	L	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII	dinB	GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496	2.7.7.7	ko:K02346	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	IMS,IMS_C,IMS_HHH
ELMOCPCJ_02709	543734.LCABL_08400	0.0	999.0	COG0364@1|root,COG0364@2|Bacteria,1TPYF@1239|Firmicutes,4HA73@91061|Bacilli,3F48G@33958|Lactobacillaceae	91061|Bacilli	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf	-	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	G6PD_C,G6PD_N
ELMOCPCJ_02710	543734.LCABL_08390	1.02e-150	424.0	COG1321@1|root,COG1321@2|Bacteria,1V4V7@1239|Firmicutes,4HI7T@91061|Bacilli,3FBMJ@33958|Lactobacillaceae	91061|Bacilli	K	Helix-turn-helix diphteria tox regulatory element	mntR	-	-	ko:K03709	-	-	-	-	ko00000,ko03000	-	-	-	Fe_dep_repr_C,Fe_dep_repress,FeoA
ELMOCPCJ_02711	543734.LCABL_08380	0.0	1695.0	COG1012@1|root,COG1454@1|root,COG1012@2|Bacteria,COG1454@2|Bacteria,1TPB4@1239|Firmicutes,4HAN8@91061|Bacilli,3F3RN@33958|Lactobacillaceae	91061|Bacilli	C	belongs to the iron- containing alcohol dehydrogenase family	adhE	-	1.1.1.1,1.2.1.10	ko:K04072	ko00010,ko00071,ko00350,ko00620,ko00625,ko00626,ko00650,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00620,map00625,map00626,map00650,map01100,map01110,map01120,map01130,map01220	-	R00228,R00623,R00754,R01172,R04880,R05233,R05234,R06917,R06927	RC00004,RC00050,RC00088,RC00099,RC00116,RC00184,RC00649,RC01195	ko00000,ko00001,ko01000	-	-	-	Aldedh,Fe-ADH
ELMOCPCJ_02712	543734.LCABL_08370	2.05e-84	250.0	COG1862@1|root,COG1862@2|Bacteria,1VEMC@1239|Firmicutes,4HNK0@91061|Bacilli,3F7EY@33958|Lactobacillaceae	91061|Bacilli	U	Preprotein translocase	yajC	-	-	ko:K03210	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	YajC
ELMOCPCJ_02713	543734.LCABL_08360	2.84e-288	785.0	COG0343@1|root,COG0343@2|Bacteria,1TNZ4@1239|Firmicutes,4HCNM@91061|Bacilli,3F43F@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046116,GO:0046483,GO:0055086,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
ELMOCPCJ_02714	543734.LCABL_08350	2.07e-260	713.0	COG0809@1|root,COG0809@2|Bacteria,1TPKD@1239|Firmicutes,4H9PT@91061|Bacilli,3F3VG@33958|Lactobacillaceae	91061|Bacilli	J	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA	GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016853,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046116,GO:0046483,GO:0051075,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.99.17	ko:K07568	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Queuosine_synth
ELMOCPCJ_02715	543734.LCABL_08340	1.25e-238	656.0	COG2255@1|root,COG2255@2|Bacteria,1TR47@1239|Firmicutes,4HBMW@91061|Bacilli,3F47S@33958|Lactobacillaceae	91061|Bacilli	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
ELMOCPCJ_02716	543734.LCABL_08330	1.71e-132	376.0	COG0632@1|root,COG0632@2|Bacteria,1V3KF@1239|Firmicutes,4HHI5@91061|Bacilli,3F42W@33958|Lactobacillaceae	91061|Bacilli	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB	ruvA	-	3.6.4.12	ko:K03550	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HHH_5,RuvA_C,RuvA_N
ELMOCPCJ_02717	543734.LCABL_08320	1.52e-135	384.0	COG0398@1|root,COG0398@2|Bacteria,1V7NH@1239|Firmicutes,4HJDU@91061|Bacilli,3FCEX@33958|Lactobacillaceae	91061|Bacilli	S	SNARE associated Golgi protein	yjbF	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
ELMOCPCJ_02718	543734.LCABL_02620	3.54e-70	211.0	COG3118@1|root,COG3118@2|Bacteria,1VA3Y@1239|Firmicutes,4HKKX@91061|Bacilli,3F7I4@33958|Lactobacillaceae	91061|Bacilli	O	Belongs to the thioredoxin family	trxA	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
ELMOCPCJ_02719	543734.LCABL_02630	4.43e-176	491.0	COG2966@1|root,COG2966@2|Bacteria,1TSE8@1239|Firmicutes,4HBW1@91061|Bacilli,3F4XE@33958|Lactobacillaceae	91061|Bacilli	S	Putative threonine/serine exporter	-	-	-	-	-	-	-	-	-	-	-	-	ThrE
ELMOCPCJ_02720	543734.LCABL_02640	3.05e-99	288.0	COG3610@1|root,COG3610@2|Bacteria,1V6P0@1239|Firmicutes,4HJ1Y@91061|Bacilli,3F63I@33958|Lactobacillaceae	91061|Bacilli	S	Threonine/Serine exporter, ThrE	-	-	-	-	-	-	-	-	-	-	-	-	ThrE_2
ELMOCPCJ_02721	543734.LCABL_02650	7.32e-270	740.0	COG0683@1|root,COG0683@2|Bacteria,1TPQ2@1239|Firmicutes,4H9PI@91061|Bacilli,3F591@33958|Lactobacillaceae	91061|Bacilli	E	Receptor family ligand binding region	livJ	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
ELMOCPCJ_02722	543734.LCABL_02660	4.43e-193	537.0	COG0559@1|root,COG0559@2|Bacteria,1TR24@1239|Firmicutes,4HBFZ@91061|Bacilli,3F56V@33958|Lactobacillaceae	91061|Bacilli	U	Branched-chain amino acid transport system / permease component	livH	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
ELMOCPCJ_02723	543734.LCABL_02670	5.46e-183	514.0	COG4177@1|root,COG4177@2|Bacteria,1TPMZ@1239|Firmicutes,4HBB8@91061|Bacilli,3F44M@33958|Lactobacillaceae	91061|Bacilli	E	Branched-chain amino acid transport system / permease component	livM	-	-	ko:K01997,ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
ELMOCPCJ_02724	543734.LCABL_02680	4.28e-180	502.0	COG0411@1|root,COG0411@2|Bacteria,1TR0P@1239|Firmicutes,4HASG@91061|Bacilli,3F4IH@33958|Lactobacillaceae	91061|Bacilli	E	Branched-chain amino acid ATP-binding cassette transporter	livG	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
ELMOCPCJ_02725	543734.LCABL_02690	2.86e-160	450.0	COG0410@1|root,COG0410@2|Bacteria,1TPW4@1239|Firmicutes,4HABJ@91061|Bacilli,3F3RP@33958|Lactobacillaceae	91061|Bacilli	E	ABC transporter	livF	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran
ELMOCPCJ_02726	543734.LCABL_02700	3.09e-213	589.0	COG4814@1|root,COG4814@2|Bacteria,1V8NG@1239|Firmicutes,4HJ22@91061|Bacilli,3F41V@33958|Lactobacillaceae	91061|Bacilli	S	Alpha/beta hydrolase of unknown function (DUF915)	-	-	-	-	-	-	-	-	-	-	-	-	DUF915
ELMOCPCJ_02727	543734.LCABL_02710	5.32e-302	825.0	COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4HE28@91061|Bacilli,3FC6Y@33958|Lactobacillaceae	91061|Bacilli	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane	pts14C	-	-	ko:K02761	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.3.2	-	-	PTS_EIIC
ELMOCPCJ_02728	543734.LCABL_02720	2.77e-150	424.0	COG3010@1|root,COG3010@2|Bacteria,1VTI6@1239|Firmicutes,4HV5Q@91061|Bacilli,3F3YB@33958|Lactobacillaceae	91061|Bacilli	G	Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P)	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_02729	543734.LCABL_02740	2.04e-149	421.0	COG0274@1|root,COG0274@2|Bacteria,1TPAJ@1239|Firmicutes,4HAAJ@91061|Bacilli,3F4M3@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC,NUDIX
ELMOCPCJ_02730	543734.LCABL_02750	7.63e-292	796.0	COG1015@1|root,COG1015@2|Bacteria,1TP70@1239|Firmicutes,4H9RU@91061|Bacilli,3F3Y4@33958|Lactobacillaceae	91061|Bacilli	G	Phosphotransfer between the C1 and C5 carbon atoms of pentose	deoB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008973,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0034641,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:1901360	5.4.2.7	ko:K01839	ko00030,ko00230,map00030,map00230	-	R01057,R02749	RC00408	ko00000,ko00001,ko01000	-	-	-	Metalloenzyme
ELMOCPCJ_02731	543734.LCABL_02760	1.1e-166	466.0	COG0813@1|root,COG0813@2|Bacteria,1TQPG@1239|Firmicutes,4HADM@91061|Bacilli,3F4K1@33958|Lactobacillaceae	91061|Bacilli	F	Purine nucleoside phosphorylase	deoD	-	2.4.2.1	ko:K03784	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244	RC00033,RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	PNP_UDP_1
